segmento;indice_test;Fecha;precio_real;precio_pred;valor_escalado_real;valor_escalado_pred;Maximo_historico_alcanzado;Precio_apertura_del_dia;Precio_cierre_del_dia;Precio_cierre_promedio_diario;Promedio_volumen_transado;Rango_del_dia;Recuento_volumen_por_dia;Suma_apertura_por_dia;Suma_cierre_por_dia;Volumen_promedio_diario,
backtest;328;;217.93;207.53218;0.174009027;0.16547574;;;;;;;;;;,
backtest;329;;222.13;213.6099;0.177455888;0.1704636;;;;;;;;;;,
backtest;330;;220.68;217.90317;0.176265901;0.17398702;;;;;;;;;;,
backtest;331;;226.36;219.15273;0.18092737;0.1750125;;;;;;;;;;,
backtest;332;;226.88;221.02197;0.181354124;0.17654656;;;;;;;;;;,
backtest;333;;223.85;222.27547;0.17886746;0.17757528;;;;;;;;;;,
backtest;334;;224.41;221.50282;0.179327041;0.17694119;;;;;;;;;;,
backtest;335;;223.96;220.58836;0.178957735;0.1761907;;;;;;;;;;,
backtest;336;;228.43;219.77531;0.18262618;0.17552345;;;;;;;;;;,
backtest;337;;226.62;221.12408;0.181140747;0.17663036;;;;;;;;;;,
backtest;338;;223.39;221.9096;0.178489947;0.17727502;;;;;;;;;;,
backtest;339;;221.77;221.05978;0.177160443;0.17657758;;;;;;;;;;,
backtest;340;;224.78;219.52974;0.179630693;0.1753219;;;;;;;;;;,
backtest;341;;221.52;219.67467;0.176955273;0.17544085;;;;;;;;;;,
backtest;342;;222.42;219.02386;0.177693886;0.17490675;;;;;;;;;;,
backtest;343;;223.41;218.87248;0.17850636;0.17478251;;;;;;;;;;,
backtest;344;;222.42;219.39384;0.177693886;0.17521039;;;;;;;;;;,
backtest;345;;219;219.5778;0.174887156;0.17536135;;;;;;;;;;,
backtest;346;;211.13;218.28271;0.168428396;0.1742985;;;;;;;;;;,
backtest;347;;212.46;213.98993;0.169519902;0.17077549;;;;;;;;;;,
backtest;348;;219.41;211.09596;0.175223636;0.16840047;;;;;;;;;;,
backtest;349;;224.82;212.53532;0.179663521;0.16958173;;;;;;;;;;,
backtest;350;;220.81;216.85257;0.176372589;0.1731248;;;;;;;;;;,
backtest;351;;216.6;218.7783;0.172917522;0.17470522;;;;;;;;;;,
backtest;352;;206.99;217.61462;0.165030776;0.1737502;;;;;;;;;;,
backtest;353;;205.17;212.16072;0.163537136;0.1692743;;;;;;;;;;,
backtest;354;;207.16;206.85878;0.165170291;0.16492309;;;;;;;;;;,
backtest;355;;207.42;204.45215;0.165383668;0.16294801;;;;;;;;;;,
backtest;356;;197.32;203.99634;0.157094789;0.16257393;;;;;;;;;;,
backtest;357;;204.51;200.41344;0.162995486;0.15963352;;;;;;;;;;,
backtest;358;;207;200.35265;0.165038982;0.15958363;;;;;;;;;;,
backtest;359;;210.75;202.36774;0.168116537;0.16123737;;;;;;;;;;,
backtest;360;;208.31;205.74368;0.166114075;0.16400795;;;;;;;;;;,
backtest;361;;206.95;207.22005;0.164997948;0.16521958;;;;;;;;;;,
backtest;362;;206.71;206.99203;0.164800985;0.16503245;;;;;;;;;;,
backtest;363;;209.39;206.15498;0.16700041;0.1643455;;;;;;;;;;,
backtest;364;;217.46;206.41214;0.173623307;0.16455655;;;;;;;;;;,
backtest;365;;218.62;209.97725;0.174575297;0.16748236;;;;;;;;;;,
backtest;366;;222.22;213.45995;0.17752975;0.17034054;;;;;;;;;;,
backtest;367;;222.9;216.91669;0.178087813;0.17317742;;;;;;;;;;,
backtest;368;;221.03;219.1492;0.176553139;0.17500961;;;;;;;;;;,
backtest;369;;226.92;219.26898;0.181386951;0.17510791;;;;;;;;;;,
backtest;370;;227.26;220.93289;0.181665983;0.17647345;;;;;;;;;;,
backtest;371;;231.66;222.38713;0.18527698;0.17766692;;;;;;;;;;,
backtest;372;;247.17;224.89026;0.198005745;0.17972119;;;;;;;;;;,
backtest;373;;244.51;232.79498;0.195822733;0.18620844;;;;;;;;;;,
backtest;374;;249.41;237.97089;0.199844071;0.19045621;;;;;;;;;;,
backtest;375;;255.67;242.21013;0.204981535;0.19393528;;;;;;;;;;,
backtest;376;;258.27;246.81584;0.207115306;0.1977151;;;;;;;;;;,
backtest;377;;264.01;250.55727;0.211826016;0.20078562;;;;;;;;;;,
backtest;378;;265.98;254.67412;0.213442757;0.20416424;;;;;;;;;;,
backtest;379;;298.01;257.88785;0.239729175;0.20680168;;;;;;;;;;,
backtest;380;;297.52;272.1453;0.239327041;0.2185025;;;;;;;;;;,
backtest;381;;308.04;283.4796;0.247960607;0.22780438;;;;;;;;;;,
backtest;382;;306.57;293.55502;0.246754206;0.23607306;;;;;;;;;;,
backtest;383;;294.59;298.37054;0.236922446;0.24002507;;;;;;;;;;,
backtest;384;;303.9;294.69977;0.244562987;0.23701254;;;;;;;;;;,
backtest;385;;303.9;293.4907;0.244562987;0.23602028;;;;;;;;;;,
backtest;386;;300.25;293.24084;0.241567501;0.23581523;;;;;;;;;;,
backtest;387;;302.03;291.95795;0.243028314;0.23476239;;;;;;;;;;,
backtest;388;;292.61;291.7684;0.235297497;0.23460682;;;;;;;;;;,
backtest;389;;316.75;288.4311;0.25510874;0.23186794;;;;;;;;;;,
backtest;390;;329.85;295.37167;0.265859664;0.23756397;;;;;;;;;;,
backtest;391;;319.56;307.81088;0.257414854;0.24777257;;;;;;;;;;,
backtest;392;;317.46;312.9615;0.255691424;0.2519996;;;;;;;;;;,
backtest;393;;326.74;313.23273;0.263307345;0.25222218;;;;;;;;;;,
backtest;394;;315.03;315.54092;0.253697169;0.25411648;;;;;;;;;;,
backtest;395;;333.76;312.6469;0.269068527;0.2517414;;;;;;;;;;,
backtest;396;;326.76;316.81494;0.263323759;0.25516203;;;;;;;;;;,
backtest;397;;314.35;318.42047;0.253139105;0.25647968;;;;;;;;;;,
backtest;398;;321.26;313.8087;0.258810012;0.25269488;;;;;;;;;;,
backtest;399;;306.93;312.06;0.247049651;0.25125974;;;;;;;;;;,
backtest;400;;300.37;306.09674;0.241665983;0.24636582;;;;;;;;;;,
backtest;401;;324.27;298.91357;0.261280263;0.24047074;;;;;;;;;;,
backtest;402;;318.26;303.90118;0.256347969;0.24456397;;;;;;;;;;,
backtest;403;;304.9;308.12994;0.245383668;0.2480344;;;;;;;;;;,
backtest;404;;301.98;305.47928;0.242987279;0.24585907;;;;;;;;;;,
backtest;405;;281.61;300.90268;0.226270004;0.24210314;;;;;;;;;;,
backtest;406;;283.37;289.5225;0.227714403;0.23276363;;;;;;;;;;,
backtest;407;;304.59;281.55264;0.245129257;0.22622293;;;;;;;;;;,
backtest;408;;283.87;286.24313;0.228124744;0.23007233;;;;;;;;;;,
backtest;409;;278.01;284.65097;0.223315552;0.22876567;;;;;;;;;;,
backtest;410;;277.19;279.91373;0.222642593;0.22487791;;;;;;;;;;,
backtest;411;;290.75;275.92728;0.23377103;0.22160631;;;;;;;;;;,
backtest;412;;294;279.17017;0.236438244;0.22426768;;;;;;;;;;,
backtest;413;;296.4;284.4802;0.238407879;0.22862554;;;;;;;;;;,
backtest;414;;309.45;289.24695;0.249117768;0.23253751;;;;;;;;;;,
backtest;415;;303.22;297.05972;0.244004924;0.2389493;;;;;;;;;;,
backtest;416;;300.01;299.8752;0.241370538;0.24125993;;;;;;;;;;,
backtest;417;;295.86;298.6387;0.237964711;0.24024515;;;;;;;;;;,
backtest;418;;294.11;294.77267;0.236528519;0.23707238;;;;;;;;;;,
backtest;419;;301.21;290.72833;0.242355355;0.23375325;;;;;;;;;;,
backtest;420;;292.9;290.93808;0.235535494;0.23392539;;;;;;;;;;,
backtest;421;;276.04;288.9539;0.22169881;0.232297;;;;;;;;;;,
backtest;422;;281.78;280.55035;0.22640952;0.22540037;;;;;;;;;;,
backtest;423;;272.47;276.1024;0.218768978;0.22175;;;;;;;;;;,
backtest;424;;274;270.97406;0.22002462;0.21754129;;;;;;;;;;,
backtest;425;;278.17;268.57834;0.223446861;0.21557517;;;;;;;;;;,
backtest;426;;279.99;269.83316;0.224940501;0.21660498;;;;;;;;;;,
backtest;427;;265.75;272.5727;0.213254001;0.21885327;;;;;;;;;;,
backtest;428;;269.42;269.1485;0.216265901;0.2160431;;;;;;;;;;,
backtest;429;;259.03;266.92014;0.207739023;0.21421432;;;;;;;;;;,
backtest;430;;250.67;261.74387;0.200878129;0.20996626;;;;;;;;;;,
backtest;431;;241.5;254.50894;0.193352483;0.20402868;;;;;;;;;;,
backtest;432;;233.74;245.95978;0.186983997;0.19701254;;;;;;;;;;,
backtest;433;;233.72;237.47153;0.186967583;0.1900464;;;;;;;;;;,
backtest;434;;223.24;232.54611;0.178366844;0.1860042;;;;;;;;;;,
backtest;435;;227.72;226.65704;0.182043496;0.18117115;;;;;;;;;;,
backtest;436;;219.44;224.90186;0.175248256;0.1797307;;;;;;;;;;,
backtest;437;;228.4;221.93462;0.182601559;0.17729555;;;;;;;;;;,
backtest;438;;244.86;223.54074;0.196109971;0.17861366;;;;;;;;;;,
backtest;439;;246.38;232.37332;0.197357407;0.18586239;;;;;;;;;;,
backtest;440;;252.42;240.31236;0.202314321;0.19237782;;;;;;;;;;,
backtest;441;;239.48;247.1206;0.191694707;0.19796522;;;;;;;;;;,
backtest;442;;243.19;245.44948;0.194739434;0.19659375;;;;;;;;;;,
backtest;443;;247.28;243.10376;0.19809602;0.19466867;;;;;;;;;;,
backtest;444;;251.08;242.6911;0.201214608;0.19433;;;;;;;;;;,
backtest;445;;267.05;244.21907;0.214320886;0.19558398;;;;;;;;;;,
backtest;446;;258.24;251.87753;0.207090685;0.20186913;;;;;;;;;;,
backtest;447;;239.49;254.62779;0.191702913;0.20412622;;;;;;;;;;,
backtest;448;;242.67;247.43599;0.19431268;0.19822404;;;;;;;;;;,
backtest;449;;264.95;241.42278;0.212597456;0.19328912;;;;;;;;;;,
backtest;450;;265.11;246.85713;0.212728765;0.19774899;;;;;;;;;;,
backtest;451;;245.07;253.48987;0.196282314;0.20319235;;;;;;;;;;,
backtest;452;;236.42;250.08243;0.189183422;0.20039593;;;;;;;;;;,
backtest;453;;233.9;241.85777;0.187115306;0.1936461;;;;;;;;;;,
backtest;454;;223.87;234.498;0.178883874;0.18760608;;;;;;;;;;,
backtest;455;;237.48;226.41391;0.190053344;0.18097162;;;;;;;;;;,
backtest;456;;241.57;226.95535;0.19340993;0.18141598;;;;;;;;;;,
backtest;457;;243.85;231.62263;0.195281083;0.18524632;;;;;;;;;;,
backtest;458;;234.77;236.81448;0.187829298;0.18950717;;;;;;;;;;,
backtest;459;;242.2;236.64891;0.193926959;0.18937129;;;;;;;;;;,
backtest;460;;237.14;237.98552;0.189774313;0.19046822;;;;;;;;;;,
backtest;461;;229.36;237.0535;0.183389413;0.18970333;;;;;;;;;;,
backtest;462;;213.52;232.67664;0.170389824;0.18611132;;;;;;;;;;,
backtest;463;;215.14;222.6787;0.171719327;0.1779062;;;;;;;;;;,
backtest;464;;230.14;215.66063;0.184029545;0.1721466;;;;;;;;;;,
backtest;465;;226.58;218.24579;0.18110792;0.1742682;;;;;;;;;;,
backtest;466;;221;221.27513;0.176528519;0.17675433;;;;;;;;;;,
backtest;467;;213.3;221.27232;0.170209274;0.17675202;;;;;;;;;;,
backtest;468;;229.73;217.4646;0.183693065;0.1736271;;;;;;;;;;,
backtest;469;;244.96;220.56273;0.196192039;0.17616966;;;;;;;;;;,
backtest;470;;247.66;230.31453;0.198407879;0.18417278;;;;;;;;;;,
backtest;471;;264.53;239.11717;0.21225277;0.19139695;;;;;;;;;;,
backtest;472;;267.34;250.74269;0.214558884;0.2009378;;;;;;;;;;,
backtest;473;;265.24;259.33664;0.212835453;0.20799068;;;;;;;;;;,
backtest;474;;256.34;262.43863;0.205531391;0.21053642;;;;;;;;;;,
backtest;475;;281.5;258.7781;0.226179729;0.2075323;;;;;;;;;;,
backtest;476;;276.92;264.2041;0.222421009;0.21198532;;;;;;;;;;,
backtest;477;;282.19;267.88205;0.226745999;0.21500373;;;;;;;;;;,
backtest;478;;286.56;271.6342;0.230332376;0.21808304;;;;;;;;;;,
backtest;479;;276.9;275.564;0.222404596;0.22130817;;;;;;;;;;,
backtest;480;;272.86;274.07666;0.219089044;0.22008754;;;;;;;;;;,
backtest;481;;267.12;270.0501;0.214378334;0.21678303;;;;;;;;;;,
backtest;482;;273.6;264.63834;0.219696348;0.21234168;;;;;;;;;;,
backtest;483;;259.31;263.68875;0.207968814;0.21156238;;;;;;;;;;,
backtest;484;;244.07;258.91132;0.195461633;0.20764163;;;;;;;;;;,
backtest;485;;242.08;249.23598;0.193828478;0.19970126;;;;;;;;;;,
backtest;486;;231.19;241.54655;0.18489126;0.1933907;;;;;;;;;;,
backtest;487;;219.17;233.47986;0.175026672;0.18677051;;;;;;;;;;,
backtest;488;;215.04;224.18495;0.171637259;0.17914236;;;;;;;;;;,
backtest;489;;222.03;217.01114;0.17737382;0.17325494;;;;;;;;;;,
backtest;490;;212.58;216.44644;0.169618383;0.17279151;;;;;;;;;;,
backtest;491;;217.83;214.61037;0.173926959;0.17128468;;;;;;;;;;,
backtest;492;;221.98;215.5281;0.177332786;0.17203784;;;;;;;;;;,
backtest;493;;214.82;218.62248;0.171456709;0.17457734;;;;;;;;;;,
backtest;494;;201.83;218.28392;0.160796061;0.1742995;;;;;;;;;;,
backtest;495;;195.15;211.88487;0.155313911;0.1690479;;;;;;;;;;,
backtest;496;;199.02;203.44966;0.158489947;0.16212529;;;;;;;;;;,
backtest;497;;187.88;199.14334;0.149347558;0.15859118;;;;;;;;;;,
backtest;498;;184.15;193.23085;0.146286418;0.1537389;;;;;;;;;;,
backtest;499;;197.82;187.80426;0.157505129;0.1492854;;;;;;;;;;,
backtest;500;;185.47;190.15689;0.147369717;0.15121616;;;;;;;;;;,
backtest;501;;195.33;188.98209;0.155461633;0.15025203;;;;;;;;;;,
backtest;502;;196.02;191.2945;0.156027903;0.15214978;;;;;;;;;;,
backtest;503;;203.34;193.89163;0.162035289;0.1542812;;;;;;;;;;,
backtest;504;;188.44;198.38464;0.14980714;0.15796852;;;;;;;;;;,
backtest;505;;186.75;195.59517;0.148420189;0.15567926;;;;;;;;;;,
backtest;506;;169.5;191.00465;0.134263439;0.15191191;;;;;;;;;;,
backtest;507;;175.95;180.68399;0.139556832;0.14344193;;;;;;;;;;,
backtest;508;;166.3;175.29375;0.131637259;0.13901827;;;;;;;;;;,
backtest;509;;161.75;169.62846;0.12790316;0.13436887;;;;;;;;;;,
backtest;510;;177.06;164.5233;0.140467788;0.13017917;;;;;;;;;;,
backtest;511;;172.64;167.87492;0.136840378;0.13292977;;;;;;;;;;,
backtest;512;;181.77;170.74556;0.144333197;0.13528565;;;;;;;;;;,
backtest;513;;169.38;176.14233;0.134164957;0.13971469;;;;;;;;;;,
backtest;514;;171.24;175.23119;0.135691424;0.13896692;;;;;;;;;;,
backtest;515;;166.94;173.5525;0.132162495;0.13758926;;;;;;;;;;,
backtest;516;;168.98;170.42072;0.133836684;0.13501906;;;;;;;;;;,
backtest;517;;161.54;168.7757;0.127730817;0.13366902;;;;;;;;;;,
backtest;518;;169.75;165.1912;0.134468609;0.13072729;;;;;;;;;;,
backtest;519;;178.51;165.7116;0.141657776;0.13115437;;;;;;;;;;,
backtest;520;;188.11;170.63751;0.149536315;0.13519698;;;;;;;;;;,
backtest;521;;186.72;178.71999;0.148395568;0.14183012;;;;;;;;;;,
backtest;522;;183.2;183.91942;0.145506771;0.14609718;;;;;;;;;;,
backtest;523;;195.92;184.73581;0.155945835;0.14676718;;;;;;;;;;,
backtest;524;;187.2;188.77126;0.148789495;0.150079;;;;;;;;;;,
backtest;525;;187.86;188.42339;0.149331145;0.1497935;;;;;;;;;;,
backtest;526;;189.26;187.06693;0.150480098;0.14868028;;;;;;;;;;,
backtest;527;;186.48;186.37321;0.148198605;0.14811097;;;;;;;;;;,
backtest;528;;180.48;184.9658;0.143274518;0.14695594;;;;;;;;;;,
backtest;529;;169.74;181.57974;0.134460402;0.14417706;;;;;;;;;;,
backtest;530;;156.47;174.80498;0.123569963;0.13861714;;;;;;;;;;,
backtest;531;;158.36;164.61424;0.12512105;0.13025379;;;;;;;;;;,
backtest;532;;165.27;158.43047;0.130791957;0.12517889;;;;;;;;;;,
backtest;533;;156.01;158.8118;0.12319245;0.12549184;;;;;;;;;;,
backtest;534;;158.8;157.62488;0.12548215;0.12451775;;;;;;;;;;,
backtest;535;;165.66;157.89963;0.131112023;0.12474324;;;;;;;;;;,
backtest;536;;163.6;161.3742;0.12942142;0.12759475;;;;;;;;;;,
backtest;537;;162.25;163.6543;0.1283135;0.12946598;;;;;;;;;;,
backtest;538;;171.26;164.17366;0.135707838;0.12989222;;;;;;;;;;,
backtest;539;;168.69;167.42377;0.133598687;0.13255952;;;;;;;;;;,
backtest;540;;159.82;168.97092;0.126319245;0.13382924;;;;;;;;;;,
backtest;541;;155.42;165.75642;0.122708248;0.13119116;;;;;;;;;;,
backtest;542;;151.59;160.54877;0.119565039;0.12691733;;;;;;;;;;,
backtest;543;;145.23;155.1696;0.114345507;0.12250275;;;;;;;;;;,
backtest;544;;149.64;149.30104;0.117964711;0.11768653;;;;;;;;;;,
backtest;545;;151.3;147.44238;0.119327041;0.11616117;;;;;;;;;;,
backtest;546;;158.58;148.24948;0.1253016;0.11682354;;;;;;;;;;,
backtest;547;;158.38;152.55663;0.125137464;0.12035833;;;;;;;;;;,
backtest;548;;151.52;156.20876;0.119507591;0.12335556;;;;;;;;;;,
backtest;549;;150.82;155.569;0.118933114;0.12283054;;;;;;;;;;,
backtest;550;;151.64;153.62125;0.119606073;0.12123204;;;;;;;;;;,
backtest;551;;153.72;152.26767;0.12131309;0.12012119;;;;;;;;;;,
backtest;552;;157.62;152.33832;0.124513746;0.12017918;;;;;;;;;;,
backtest;553;;161.01;154.27942;0.127295856;0.1217722;;;;;;;;;;,
backtest;554;;169.92;157.32137;0.134608125;0.124268666;;;;;;;;;;,
backtest;555;;178.07;162.96353;0.141296676;0.12889908;;;;;;;;;;,
backtest;556;;180.5;170.25856;0.143290931;0.13488598;;;;;;;;;;,
backtest;557;;173.19;175.98616;0.137291752;0.13958651;;;;;;;;;;,
backtest;558;;170.24;175.92992;0.134870743;0.13954036;;;;;;;;;;,
backtest;559;;165.33;172.84186;0.130841198;0.13700604;;;;;;;;;;,
backtest;560;;177.9;167.94717;0.14115716;0.13298906;;;;;;;;;;,
backtest;561;;179.84;169.34363;0.142749282;0.13413511;;;;;;;;;;,
backtest;562;;181.63;172.7565;0.144218301;0.136936;;;;;;;;;;,
backtest;563;;184.41;176.2421;0.146499795;0.13979656;;;;;;;;;;,
backtest;564;;185.26;179.5688;0.147197374;0.14252672;;;;;;;;;;,
backtest;565;;188.93;181.88635;0.150209274;0.14442869;;;;;;;;;;,
backtest;566;;192.15;184.42598;0.152851867;0.14651291;;;;;;;;;;,
backtest;567;;189.89;187.22926;0.150997128;0.14881352;;;;;;;;;;,
backtest;568;;177.93;188.04514;0.141181781;0.14948308;;;;;;;;;;,
backtest;569;;170.86;183.19714;0.135379565;0.14550443;;;;;;;;;;,
backtest;570;;180.97;175.826;0.143676652;0.13945508;;;;;;;;;;,
backtest;571;;179.42;174.65233;0.142404596;0.13849187;;;;;;;;;;,
backtest;572;;187.09;175.2001;0.14869922;0.1389414;;;;;;;;;;,
backtest;573;;190.32;179.2889;0.151350021;0.142297;;;;;;;;;;,
backtest;574;;188.79;184.21727;0.150094378;0.14634164;;;;;;;;;;,
backtest;575;;183.35;186.92397;0.145629873;0.14856297;;;;;;;;;;,
backtest;576;;187.73;185.76067;0.149224456;0.14760827;;;;;;;;;;,
backtest;577;;178.49;185.59427;0.141641362;0.14747171;;;;;;;;;;,
backtest;578;;170.34;182.0104;0.134952811;0.1445305;;;;;;;;;;,
backtest;579;;171.81;175.6189;0.136159212;0.1392851;;;;;;;;;;,
backtest;580;;172.22;171.54321;0.136495691;0.13594027;;;;;;;;;;,
backtest;581;;179.13;169.95813;0.142166598;0.13463943;;;;;;;;;;,
backtest;582;;162.6;172.61386;0.128600739;0.13681893;;;;;;;;;;,
backtest;583;;158.01;169.06525;0.124833812;0.13390665;;;;;;;;;;,
backtest;584;;154.68;163.49873;0.122100944;0.12933832;;;;;;;;;;,
backtest;585;;150.94;158.28183;0.119031596;0.12505691;;;;;;;;;;,
backtest;586;;139.37;153.82198;0.109536315;0.12139677;;;;;;;;;;,
backtest;587;;136.47;146.90329;0.10715634;0.11571874;;;;;;;;;;,
backtest;588;;134.65;141.04335;0.1056627;0.110909596;;;;;;;;;;,
backtest;589;;137.14;137.24913;0.107706196;0.10779576;;;;;;;;;;,
backtest;590;;139.9;136.71553;0.109971276;0.10735784;;;;;;;;;;,
backtest;591;;143.87;138.57118;0.11322938;0.10888074;;;;;;;;;;,
backtest;592;;145.05;142.06425;0.114197784;0.111747436;;;;;;;;;;,
backtest;593;;131.31;145.11346;0.102921625;0.11424986;;;;;;;;;;,
backtest;594;;131.28;141.31245;0.102897005;0.111130446;;;;;;;;;;,
backtest;595;;129.29;136.87656;0.101263849;0.10748999;;;;;;;;;;,
backtest;596;;131.98;133.0086;0.103471481;0.10431563;;;;;;;;;;,
backtest;597;;133.82;131.77293;0.104981535;0.10330155;;;;;;;;;;,
backtest;598;;131.76;132.48778;0.103290931;0.103888206;;;;;;;;;;,
backtest;599;;132.61;132.69493;0.10398851;0.10405821;;;;;;;;;;,
backtest;600;;125.61;133.02116;0.098243742;0.10432594;;;;;;;;;;,
backtest;601;;125.16;130.46153;0.097874436;0.102225296;;;;;;;;;;,
backtest;602;;122.28;127.863884;0.095510874;0.10009346;;;;;;;;;;,
backtest;603;;124.13;125.11272;0.097029134;0.09783563;;;;;;;;;;,
backtest;604;;127.36;124.13069;0.099679934;0.0970297;;;;;;;;;;,
backtest;605;;122.2;125.34609;0.09544522;0.098027155;;;;;;;;;;,
backtest;606;;121.39;124.727196;0.094780468;0.09751924;;;;;;;;;;,
backtest;607;;125.12;123.55827;0.097841609;0.09655993;;;;;;;;;;,
backtest;608;;131.67;124.14692;0.10321707;0.097043015;;;;;;;;;;,
backtest;609;;132.09;127.568924;0.103561756;0.09985139;;;;;;;;;;,
backtest;610;;131.3;130.59543;0.102913418;0.102335185;;;;;;;;;;,
backtest;611;;120.76;131.96135;0.094263439;0.10345618;;;;;;;;;;,
backtest;612;;116.7;128.0515;0.090931473;0.10024743;;;;;;;;;;,
backtest;613;;115.86;122.458534;0.090242101;0.09565739;;;;;;;;;;,
backtest;614;;115;118.176;0.089536315;0.0921428;;;;;;;;;;,
backtest;615;;119.6;115.6263;0.093311449;0.0900503;;;;;;;;;;,
backtest;616;;112.27;116.509445;0.087295856;0.09077509;;;;;;;;;;,
backtest;617;;118.88;115.282036;0.092720558;0.08976778;;;;;;;;;;,
backtest;618;;119.67;116.68256;0.093368896;0.09091716;;;;;;;;;;,
backtest;619;;120.51;118.65133;0.094058268;0.09253289;;;;;;;;;;,
backtest;620;;121.94;120.374535;0.095231842;0.09394709;;;;;;;;;;,
backtest;621;;124.66;121.89683;0.097464095;0.09519641;;;;;;;;;;,
backtest;622;;125.99;123.7592;0.098555601;0.09672482;;;;;;;;;;,
backtest;623;;132.61;125.41384;0.10398851;0.09808276;;;;;;;;;;,
backtest;624;;128.96;128.85974;0.100993024;0.100910746;;;;;;;;;;,
backtest;625;;131.76;129.89983;0.103290931;0.101764314;;;;;;;;;;,
backtest;626;;138.34;130.85309;0.108691014;0.10254664;;;;;;;;;;,
backtest;627;;134.97;133.87453;0.105925318;0.10502628;;;;;;;;;;,
backtest;628;;135.43;134.86565;0.106302831;0.10583968;;;;;;;;;;,
backtest;629;;132.19;135.00435;0.103643824;0.1059535;;;;;;;;;;,
backtest;630;;134.21;133.49567;0.1053016;0.10471536;;;;;;;;;;,
backtest;631;;141.56;132.87373;0.111333607;0.104204945;;;;;;;;;;,
backtest;632;;143.01;135.66028;0.112523595;0.10649181;;;;;;;;;;,
backtest;633;;146.02;138.93875;0.114993845;0.109182395;;;;;;;;;;,
backtest;634;;137.76;142.31535;0.108215018;0.11195351;;;;;;;;;;,
backtest;635;;157.5;141.13503;0.124415265;0.11098483;;;;;;;;;;,
backtest;636;;163.27;146.88141;0.129150595;0.11570079;;;;;;;;;;,
backtest;637;;162.95;154.53696;0.128887977;0.12198355;;;;;;;;;;,
backtest;638;;166.66;159.55746;0.131932704;0.12610379;;;;;;;;;;,
backtest;639;;159.1;163.21222;0.125728355;0.12910318;;;;;;;;;;,
backtest;640;;156.77;161.86116;0.123816167;0.12799439;;;;;;;;;;,
backtest;641;;154.09;158.53047;0.121616742;0.12526096;;;;;;;;;;,
backtest;642;;153.17;154.76036;0.120861715;0.1221669;;;;;;;;;;,
backtest;643;;160.38;151.98468;0.126778826;0.11988895;;;;;;;;;;,
backtest;644;;165.19;153.53703;0.130726303;0.12116293;;;;;;;;;;,
backtest;645;;162.7;157.78864;0.128682807;0.12465215;;;;;;;;;;,
backtest;646;;158.27;160.33287;0.125047189;0.12674016;;;;;;;;;;,
backtest;647;;156.39;159.75201;0.123504309;0.12626345;;;;;;;;;;,
backtest;648;;169.23;157.79666;0.134041855;0.124658726;;;;;;;;;;,
backtest;649;;171.35;161.27472;0.135781699;0.12751311;;;;;;;;;;,
backtest;650;;168.76;165.75905;0.133656135;0.13119331;;;;;;;;;;,
backtest;651;;166.1;167.77039;0.131473123;0.13284399;;;;;;;;;;,
backtest;652;;159.87;167.19635;0.126360279;0.13237289;;;;;;;;;;,
backtest;653;;161.2;163.56493;0.127451785;0.12939264;;;;;;;;;;,
backtest;654;;171.69;160.94905;0.13606073;0.12724584;;;;;;;;;;,
backtest;655;;170.01;163.78812;0.134681986;0.1295758;;;;;;;;;;,
backtest;656;;175.35;166.42415;0.139064423;0.13173915;;;;;;;;;;,
